epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,778.302,1.05031,2.8372,1.44408,0.4569,0.42314,0.44069,0.24631,1.23276,2.84605,1.72562,0.000329317,0.000329317,0.000329317
2,1573.9,1.12537,2.19607,1.46874,0.53223,0.50759,0.49463,0.28947,1.3923,2.72098,1.93277,0.00065609,0.00065609,0.00065609
